1800  1  1    -6.1    -6.1    -6.1 1
1800  1  2   -15.4   -15.4   -15.4 1
1800  1  3   -15.0   -15.0   -15.0 1
1800  1  4   -19.3   -19.3   -19.3 1
1800  1  5   -16.8   -16.8   -16.8 1
1800  1  6   -11.4   -11.4   -11.4 1
1800  1  7    -7.6    -7.6    -7.6 1
1800  1  8    -7.1    -7.1    -7.1 1
1800  1  9   -10.1   -10.1   -10.1 1
1800  1 10    -9.5    -9.5    -9.5 1
1800  1 11    -6.4    -6.4    -6.4 1
1800  1 12    -5.8    -5.8    -5.8 1
1800  1 13    -4.4    -4.4    -4.4 1
1800  1 14    -4.4    -4.4    -4.4 1
1800  1 15    -4.4    -4.4    -4.4 1
1800  1 16    -5.5    -5.5    -5.5 1
1800  1 17    -2.3    -2.3    -2.3 1
1800  1 18    -3.5    -3.5    -3.5 1
1800  1 19   -10.2   -10.2   -10.2 1
1800  1 20    -7.1    -7.1    -7.1 1
1800  1 21    -0.5    -0.5    -0.5 1
1800  1 22    -6.5    -6.5    -6.5 1
1800  1 23   -11.1   -11.1   -11.1 1
1800  1 24    -3.5    -3.5    -3.5 1
1800  1 25    -3.8    -3.8    -3.8 1
1800  1 26    -0.3    -0.3    -0.3 1
1800  1 27     2.2     2.2     2.2 1
1800  1 28    -0.5    -0.5    -0.5 1
1800  1 29     1.5     1.5     1.5 1
1800  1 30     0.5     0.5     0.5 1
1800  1 31     1.5     1.5     1.5 1
1800  2  1     1.5     1.5     1.5 1
1800  2  2     0.5     0.5     0.5 1
1800  2  3    -2.5    -2.5    -2.5 1
1800  2  4    -1.1    -1.1    -1.1 1
1800  2  5    -9.2    -9.2    -9.2 1
1800  2  6    -7.8    -7.8    -7.8 1
1800  2  7    -4.8    -4.8    -4.8 1
1800  2  8    -5.5    -5.5    -5.5 1
1800  2  9    -7.6    -7.6    -7.6 1
1800  2 10   -11.5   -11.5   -11.5 1
1800  2 11    -9.0    -9.0    -9.0 1
1800  2 12    -7.2    -7.2    -7.2 1
1800  2 13    -7.8    -7.8    -7.8 1
1800  2 14    -8.5    -8.5    -8.5 1
1800  2 15    -8.2    -8.2    -8.2 1
1800  2 16    -6.2    -6.2    -6.2 1
1800  2 17    -1.5    -1.5    -1.5 1
1800  2 18    -3.5    -3.5    -3.5 1
1800  2 19    -7.2    -7.2    -7.2 1
1800  2 20    -3.5    -3.5    -3.5 1
1800  2 21    -1.5    -1.5    -1.5 1
1800  2 22    -4.8    -4.8    -4.8 1
1800  2 23    -8.6    -8.6    -8.6 1
1800  2 24   -13.0   -13.0   -13.0 1
1800  2 25   -11.6   -11.6   -11.6 1
1800  2 26   -15.3   -15.3   -15.3 1
1800  2 27   -17.0   -17.0   -17.0 1
1800  2 28   -13.5   -13.5   -13.5 1
1800  3  1    -8.8    -8.8    -8.8 1
1800  3  2    -7.5    -7.5    -7.5 1
1800  3  3    -8.1    -8.1    -8.1 1
1800  3  4   -12.7   -12.7   -12.7 1
1800  3  5   -14.4   -14.4   -14.4 1
1800  3  6   -14.3   -14.3   -14.3 1
1800  3  7    -9.4    -9.4    -9.4 1
1800  3  8    -5.4    -5.4    -5.4 1
1800  3  9   -10.4   -10.4   -10.4 1
1800  3 10    -6.0    -6.0    -6.0 1
1800  3 11    -4.4    -4.4    -4.4 1
1800  3 12    -4.2    -4.2    -4.2 1
1800  3 13    -6.1    -6.1    -6.1 1
1800  3 14    -7.4    -7.4    -7.4 1
1800  3 15    -8.0    -8.0    -8.0 1
1800  3 16    -6.9    -6.9    -6.9 1
1800  3 17    -4.0    -4.0    -4.0 1
1800  3 18    -4.9    -4.9    -4.9 1
1800  3 19    -3.3    -3.3    -3.3 1
1800  3 20    -8.5    -8.5    -8.5 1
1800  3 21   -15.8   -15.8   -15.8 1
1800  3 22   -13.0   -13.0   -13.0 1
1800  3 23     0.2     0.2     0.2 1
1800  3 24     1.3     1.3     1.3 1
1800  3 25     0.9     0.9     0.9 1
1800  3 26    -6.3    -6.3    -6.3 1
1800  3 27    -8.0    -8.0    -8.0 1
1800  3 28    -4.0    -4.0    -4.0 1
1800  3 29     1.7     1.7     1.7 1
1800  3 30     0.9     0.9     0.9 1
1800  3 31     5.4     5.4     5.4 1
1800  4  1     0.7     0.7     0.7 1
1800  4  2     3.8     3.8     3.8 1
1800  4  3     4.0     4.0     4.0 1
1800  4  4     0.6     0.6     0.6 1
1800  4  5     2.8     2.8     2.8 1
1800  4  6     3.8     3.8     3.8 1
1800  4  7     6.5     6.5     6.5 1
1800  4  8     6.2     6.2     6.2 1
1800  4  9     3.5     3.5     3.5 1
1800  4 10     1.1     1.1     1.1 1
1800  4 11    -1.2    -1.2    -1.2 1
1800  4 12    -4.8    -4.8    -4.8 1
1800  4 13    -2.6    -2.6    -2.6 1
1800  4 14     3.1     3.1     3.1 1
1800  4 15     5.2     5.2     5.2 1
1800  4 16     6.2     6.2     6.2 1
1800  4 17     6.2     6.2     6.2 1
1800  4 18     6.5     6.5     6.5 1
1800  4 19     3.8     3.8     3.8 1
1800  4 20     7.7     7.7     7.7 1
1800  4 21     9.3     9.3     9.3 1
1800  4 22    11.3    11.3    11.3 1
1800  4 23    10.3    10.3    10.3 1
1800  4 24    12.8    12.8    12.8 1
1800  4 25     8.7     8.7     8.7 1
1800  4 26     7.9     7.9     7.9 1
1800  4 27     6.3     6.3     6.3 1
1800  4 28     8.0     8.0     8.0 1
1800  4 29     9.0     9.0     9.0 1
1800  4 30     9.5     9.5     9.5 1
1800  5  1     6.2     6.2     6.2 1
1800  5  2     7.2     7.2     7.2 1
1800  5  3    12.0    12.0    12.0 1
1800  5  4    12.1    12.1    12.1 1
1800  5  5    15.4    15.4    15.3 1
1800  5  6    14.1    14.1    14.0 1
1800  5  7     8.7     8.7     8.6 1
1800  5  8     7.7     7.7     7.6 1
1800  5  9     5.1     5.1     5.0 1
1800  5 10     0.4     0.4     0.2 1
1800  5 11     3.0     3.0     2.8 1
1800  5 12     3.4     3.4     3.2 1
1800  5 13     5.6     5.6     5.4 1
1800  5 14     1.5     1.5     1.2 1
1800  5 15     3.0     3.0     2.7 1
1800  5 16     5.6     5.6     5.3 1
1800  5 17     5.8     5.8     5.5 1
1800  5 18     8.0     8.0     7.7 1
1800  5 19    11.1    11.1    10.7 1
1800  5 20    12.1    12.1    11.7 1
1800  5 21    15.1    15.1    14.7 1
1800  5 22    16.1    16.1    15.7 1
1800  5 23    16.8    16.8    16.3 1
1800  5 24    10.8    10.8    10.3 1
1800  5 25     7.4     7.4     6.9 1
1800  5 26     9.7     9.7     9.2 1
1800  5 27    11.9    11.9    11.4 1
1800  5 28    14.1    14.1    13.5 1
1800  5 29    13.1    13.1    12.5 1
1800  5 30    11.9    11.9    11.3 1
1800  5 31    11.8    11.8    11.2 1
1800  6  1    10.7    10.7    10.0 1
1800  6  2    11.0    11.0    10.3 1
1800  6  3    15.4    15.4    14.7 1
1800  6  4    16.5    16.5    15.8 1
1800  6  5    18.5    18.5    17.8 1
1800  6  6    13.1    13.1    12.4 1
1800  6  7     6.7     6.7     6.0 1
1800  6  8     8.6     8.6     7.9 1
1800  6  9     8.7     8.7     8.0 1
1800  6 10     9.5     9.5     8.8 1
1800  6 11     7.8     7.8     7.1 1
1800  6 12     9.2     9.2     8.5 1
1800  6 13     9.3     9.3     8.6 1
1800  6 14    14.0    14.0    13.3 1
1800  6 15     8.2     8.2     7.5 1
1800  6 16     8.3     8.3     7.6 1
1800  6 17     6.2     6.2     5.5 1
1800  6 18     7.0     7.0     6.3 1
1800  6 19    10.6    10.6     9.9 1
1800  6 20    12.1    12.1    11.4 1
1800  6 21    10.3    10.3     9.6 1
1800  6 22    12.4    12.4    11.7 1
1800  6 23    13.1    13.1    12.4 1
1800  6 24    13.7    13.7    13.0 1
1800  6 25    17.1    17.1    16.4 1
1800  6 26    16.0    16.0    15.3 1
1800  6 27    14.1    14.1    13.4 1
1800  6 28    14.5    14.5    13.8 1
1800  6 29    15.1    15.1    14.4 1
1800  6 30    14.0    14.0    13.3 1
1800  7  1    13.0    13.0    12.3 1
1800  7  2    13.7    13.7    13.0 1
1800  7  3    12.2    12.2    11.5 1
1800  7  4    14.3    14.3    13.6 1
1800  7  5    16.1    16.1    15.4 1
1800  7  6    13.7    13.7    13.0 1
1800  7  7    15.8    15.8    15.1 1
1800  7  8    19.4    19.4    18.7 1
1800  7  9    17.9    17.9    17.2 1
1800  7 10    16.3    16.3    15.6 1
1800  7 11    17.5    17.5    16.8 1
1800  7 12    12.8    12.8    12.1 1
1800  7 13    12.6    12.6    11.9 1
1800  7 14    11.8    11.8    11.1 1
1800  7 15    12.3    12.3    11.6 1
1800  7 16    16.8    16.8    16.1 1
1800  7 17    15.5    15.5    14.8 1
1800  7 18    13.5    13.5    12.8 1
1800  7 19    14.4    14.4    13.7 1
1800  7 20    11.7    11.7    11.0 1
1800  7 21    12.8    12.8    12.1 1
1800  7 22    14.6    14.6    13.9 1
1800  7 23    20.3    20.3    19.6 1
1800  7 24    17.4    17.4    16.7 1
1800  7 25    15.1    15.1    14.4 1
1800  7 26    17.1    17.1    16.4 1
1800  7 27    15.8    15.8    15.1 1
1800  7 28    16.0    16.0    15.3 1
1800  7 29    17.4    17.4    16.7 1
1800  7 30    17.5    17.5    16.8 1
1800  7 31    19.4    19.4    18.7 1
1800  8  1    17.3    17.3    16.7 1
1800  8  2    16.4    16.4    15.8 1
1800  8  3    17.0    17.0    16.4 1
1800  8  4    17.4    17.4    16.8 1
1800  8  5    15.1    15.1    14.6 1
1800  8  6    13.2    13.2    12.7 1
1800  8  7    13.0    13.0    12.5 1
1800  8  8    15.0    15.0    14.5 1
1800  8  9    17.8    17.8    17.3 1
1800  8 10    15.6    15.6    15.2 1
1800  8 11    20.1    20.1    19.7 1
1800  8 12    21.2    21.2    20.8 1
1800  8 13    20.5    20.5    20.1 1
1800  8 14    22.1    22.1    21.8 1
1800  8 15    21.1    21.1    20.8 1
1800  8 16    16.0    16.0    15.7 1
1800  8 17    16.7    16.7    16.4 1
1800  8 18    15.7    15.7    15.4 1
1800  8 19    14.3    14.3    14.1 1
1800  8 20    14.9    14.9    14.7 1
1800  8 21    12.0    12.0    11.8 1
1800  8 22    11.4    11.4    11.2 1
1800  8 23    12.9    12.9    12.8 1
1800  8 24    12.4    12.4    12.3 1
1800  8 25    14.5    14.5    14.4 1
1800  8 26    13.6    13.6    13.5 1
1800  8 27    14.6    14.6    14.5 1
1800  8 28    15.8    15.8    15.8 1
1800  8 29    14.5    14.5    14.5 1
1800  8 30    15.0    15.0    15.0 1
1800  8 31    15.7    15.7    15.7 1
1800  9  1    13.4    13.4    13.4 1
1800  9  2    12.4    12.4    12.4 1
1800  9  3    14.5    14.5    14.5 1
1800  9  4    16.4    16.4    16.4 1
1800  9  5     9.8     9.8     9.8 1
1800  9  6    10.0    10.0    10.0 1
1800  9  7     9.8     9.8     9.8 1
1800  9  8    11.8    11.8    11.8 1
1800  9  9    12.8    12.8    12.8 1
1800  9 10    12.6    12.6    12.6 1
1800  9 11    11.1    11.1    11.1 1
1800  9 12    10.8    10.8    10.8 1
1800  9 13    14.4    14.4    14.4 1
1800  9 14    14.5    14.5    14.5 1
1800  9 15    14.9    14.9    14.9 1
1800  9 16    15.6    15.6    15.6 1
1800  9 17    12.1    12.1    12.1 1
1800  9 18     9.9     9.9     9.9 1
1800  9 19     8.2     8.2     8.2 1
1800  9 20     9.0     9.0     9.0 1
1800  9 21     8.9     8.9     8.9 1
1800  9 22     8.4     8.4     8.4 1
1800  9 23     9.7     9.7     9.7 1
1800  9 24    10.4    10.4    10.4 1
1800  9 25     9.4     9.4     9.4 1
1800  9 26     9.3     9.3     9.3 1
1800  9 27     8.0     8.0     8.0 1
1800  9 28     8.0     8.0     8.0 1
1800  9 29     5.8     5.8     5.8 1
1800  9 30     5.0     5.0     5.0 1
1800 10  1     5.3     5.3     5.3 1
1800 10  2     7.0     7.0     7.0 1
1800 10  3     8.0     8.0     8.0 1
1800 10  4     9.3     9.3     9.3 1
1800 10  5    10.6    10.6    10.6 1
1800 10  6    10.0    10.0    10.0 1
1800 10  7    10.3    10.3    10.3 1
1800 10  8    10.0    10.0    10.0 1
1800 10  9    11.7    11.7    11.7 1
1800 10 10    12.3    12.3    12.3 1
1800 10 11    10.2    10.2    10.2 1
1800 10 12     7.2     7.2     7.2 1
1800 10 13     6.6     6.6     6.6 1
1800 10 14     8.6     8.6     8.6 1
1800 10 15     8.9     8.9     8.9 1
1800 10 16     3.7     3.7     3.7 1
1800 10 17     2.2     2.2     2.2 1
1800 10 18     5.5     5.5     5.5 1
1800 10 19     4.7     4.7     4.7 1
1800 10 20     8.2     8.2     8.2 1
1800 10 21     8.9     8.9     8.9 1
1800 10 22     2.2     2.2     2.2 1
1800 10 23    -0.1    -0.1    -0.1 1
1800 10 24     5.2     5.2     5.2 1
1800 10 25    10.2    10.2    10.2 1
1800 10 26     8.2     8.2     8.2 1
1800 10 27     7.2     7.2     7.2 1
1800 10 28     7.1     7.1     7.1 1
1800 10 29     6.4     6.4     6.4 1
1800 10 30     5.7     5.7     5.7 1
1800 10 31     8.9     8.9     8.9 1
1800 11  1     7.0     7.0     7.0 1
1800 11  2     3.5     3.5     3.5 1
1800 11  3     5.6     5.6     5.6 1
1800 11  4     7.6     7.6     7.6 1
1800 11  5     6.9     6.9     6.9 1
1800 11  6     6.6     6.6     6.6 1
1800 11  7     2.7     2.7     2.7 1
1800 11  8     2.7     2.7     2.7 1
1800 11  9     7.1     7.1     7.1 1
1800 11 10     5.7     5.7     5.7 1
1800 11 11     2.7     2.7     2.7 1
1800 11 12     4.4     4.4     4.4 1
1800 11 13     4.5     4.5     4.5 1
1800 11 14     6.6     6.6     6.6 1
1800 11 15     7.0     7.0     7.0 1
1800 11 16     6.1     6.1     6.1 1
1800 11 17     5.6     5.6     5.6 1
1800 11 18     4.2     4.2     4.2 1
1800 11 19    -1.1    -1.1    -1.1 1
1800 11 20    -0.8    -0.8    -0.8 1
1800 11 21     0.4     0.4     0.4 1
1800 11 22     1.6     1.6     1.6 1
1800 11 23     2.1     2.1     2.1 1
1800 11 24     1.2     1.2     1.2 1
1800 11 25     3.3     3.3     3.3 1
1800 11 26     6.3     6.3     6.3 1
1800 11 27     2.9     2.9     2.9 1
1800 11 28    -0.1    -0.1    -0.1 1
1800 11 29    -4.1    -4.1    -4.1 1
1800 11 30    -1.1    -1.1    -1.1 1
1800 12  1     3.6     3.6     3.6 1
1800 12  2     3.6     3.6     3.6 1
1800 12  3     0.9     0.9     0.9 1
1800 12  4     1.8     1.8     1.8 1
1800 12  5    -0.4    -0.4    -0.4 1
1800 12  6    -1.4    -1.4    -1.4 1
1800 12  7     2.9     2.9     2.9 1
1800 12  8     3.7     3.7     3.7 1
1800 12  9     4.8     4.8     4.8 1
1800 12 10     4.1     4.1     4.1 1
1800 12 11     3.6     3.6     3.6 1
1800 12 12     3.4     3.4     3.4 1
1800 12 13     2.9     2.9     2.9 1
1800 12 14    -0.1    -0.1    -0.1 1
1800 12 15     0.3     0.3     0.3 1
1800 12 16    -1.6    -1.6    -1.6 1
1800 12 17    -0.9    -0.9    -0.9 1
1800 12 18    -2.8    -2.8    -2.8 1
1800 12 19    -1.8    -1.8    -1.8 1
1800 12 20     0.3     0.3     0.3 1
1800 12 21    -0.3    -0.3    -0.3 1
1800 12 22    -3.3    -3.3    -3.3 1
1800 12 23    -0.7    -0.7    -0.7 1
1800 12 24     2.4     2.4     2.4 1
1800 12 25     3.3     3.3     3.3 1
1800 12 26     3.1     3.1     3.1 1
1800 12 27    -1.8    -1.8    -1.8 1
1800 12 28    -8.4    -8.4    -8.4 1
1800 12 29     0.8     0.8     0.8 1
1800 12 30    -1.8    -1.8    -1.8 1
1800 12 31   -10.1   -10.1   -10.1 1
1801  1  1    -6.6    -6.6    -6.6 1
1801  1  2     1.2     1.2     1.2 1
1801  1  3     1.2     1.2     1.2 1
1801  1  4     2.0     2.0     2.0 1
1801  1  5     2.9     2.9     2.9 1
1801  1  6     4.9     4.9     4.9 1
1801  1  7    -5.1    -5.1    -5.1 1
1801  1  8    -6.6    -6.6    -6.6 1
1801  1  9    -3.8    -3.8    -3.8 1
1801  1 10    -5.5    -5.5    -5.5 1
1801  1 11    -0.4    -0.4    -0.4 1
1801  1 12    -2.0    -2.0    -2.0 1
1801  1 13     0.7     0.7     0.7 1
1801  1 14    -2.4    -2.4    -2.4 1
1801  1 15     0.6     0.6     0.6 1
1801  1 16     1.0     1.0     1.0 1
1801  1 17     1.2     1.2     1.2 1
1801  1 18     1.5     1.5     1.5 1
1801  1 19     1.2     1.2     1.2 1
1801  1 20     1.2     1.2     1.2 1
1801  1 21    -2.0    -2.0    -2.0 1
1801  1 22    -6.1    -6.1    -6.1 1
1801  1 23   -12.0   -12.0   -12.0 1
1801  1 24   -12.8   -12.8   -12.8 1
1801  1 25   -13.5   -13.5   -13.5 1
1801  1 26    -5.7    -5.7    -5.7 1
1801  1 27   -13.8   -13.8   -13.8 1
1801  1 28   -16.5   -16.5   -16.5 1
1801  1 29    -8.5    -8.5    -8.5 1
1801  1 30   -17.5   -17.5   -17.5 1
1801  1 31   -14.5   -14.5   -14.5 1
1801  2  1    -5.5    -5.5    -5.5 1
1801  2  2    -6.0    -6.0    -6.0 1
1801  2  3     0.5     0.5     0.5 1
1801  2  4     3.0     3.0     3.0 1
1801  2  5     5.2     5.2     5.2 1
1801  2  6    -5.8    -5.8    -5.8 1
1801  2  7   -11.5   -11.5   -11.5 1
1801  2  8    -8.6    -8.6    -8.6 1
1801  2  9    -9.6    -9.6    -9.6 1
1801  2 10    -7.5    -7.5    -7.5 1
1801  2 11    -9.1    -9.1    -9.1 1
1801  2 12    -7.8    -7.8    -7.8 1
1801  2 13    -6.3    -6.3    -6.3 1
1801  2 14    -6.5    -6.5    -6.5 1
1801  2 15    -3.8    -3.8    -3.8 1
1801  2 16    -5.5    -5.5    -5.5 1
1801  2 17    -7.5    -7.5    -7.5 1
1801  2 18    -8.4    -8.4    -8.4 1
1801  2 19    -5.6    -5.6    -5.6 1
1801  2 20    -7.0    -7.0    -7.0 1
1801  2 21    -5.3    -5.3    -5.3 1
1801  2 22    -4.5    -4.5    -4.5 1
